,loss,binary_accuracy,group,train_size,trial
39,0.4045311212539673,0.8059490323066711,abstractor,500,9
40,0.28797826170921326,0.8824362754821777,abstractor,1000,0
41,0.2670455574989319,0.8944759368896484,abstractor,1000,1
42,0.347678542137146,0.8526912331581116,abstractor,1000,2
43,0.369558185338974,0.8427761793136597,abstractor,1000,3
44,0.3167743682861328,0.8781869411468506,abstractor,1000,4
45,0.2952319085597992,0.8668555021286011,abstractor,1000,5
46,0.2663124203681946,0.873229444026947,abstractor,1000,6
47,0.38407695293426514,0.8739376664161682,abstractor,1000,7
48,0.31150370836257935,0.8654391169548035,abstractor,1000,8
49,0.3053959906101227,0.8661472797393799,abstractor,1000,9
50,0.23982834815979004,0.9157223701477051,abstractor,1500,0
51,0.26281192898750305,0.8909348249435425,abstractor,1500,1
52,0.1962946653366089,0.9348441958427429,abstractor,1500,2
53,0.22227929532527924,0.9001416563987732,abstractor,1500,3
54,0.22389745712280273,0.9008498787879944,abstractor,1500,4
55,0.30714184045791626,0.879603385925293,abstractor,1500,5
56,0.26037028431892395,0.8909348249435425,abstractor,1500,6
57,0.24736256897449493,0.902266263961792,abstractor,1500,7
58,0.2854805290699005,0.8973087668418884,abstractor,1500,8
59,0.25688207149505615,0.8909348249435425,abstractor,1500,9
60,0.2127811312675476,0.9043909311294556,abstractor,2015,0
61,0.16577103734016418,0.9235127568244934,abstractor,2015,1
62,0.18643121421337128,0.9199716448783875,abstractor,2015,2
63,0.1491275429725647,0.9440509676933289,abstractor,2015,3
64,0.15358468890190125,0.9341359734535217,abstractor,2015,4
65,0.28101733326911926,0.8888102173805237,abstractor,2015,5
66,0.17366091907024384,0.9291784763336182,abstractor,2015,6
67,0.2288908064365387,0.9086402058601379,abstractor,2015,7
68,0.16840589046478271,0.9242209792137146,abstractor,2015,8
69,0.17951028048992157,0.9305949211120605,abstractor,2015,9
0,0.6939504742622375,0.49645891785621643,mlp,5,0
1,0.6933018565177917,0.4985835552215576,mlp,5,1
2,0.7379305958747864,0.5021246671676636,mlp,5,2
3,0.6929618716239929,0.4985835552215576,mlp,5,3
4,0.6942473649978638,0.5021246671676636,mlp,5,4
5,0.698176920413971,0.4978753626346588,mlp,5,5
6,0.6995325088500977,0.5021246671676636,mlp,5,6
7,0.7108814120292664,0.4978753626346588,mlp,5,7
8,0.7155601978302002,0.4978753626346588,mlp,5,8
9,0.6976386904716492,0.4978753626346588,mlp,5,9
10,0.7001712918281555,0.4978753626346588,mlp,100,0
11,0.6979689598083496,0.5021246671676636,mlp,100,1
12,0.6944480538368225,0.4992917776107788,mlp,100,2
13,0.7080231308937073,0.5021246671676636,mlp,100,3
14,0.7098607420921326,0.4978753626346588,mlp,100,4
15,0.6987632513046265,0.4978753626346588,mlp,100,5
16,0.6993701457977295,0.5021246671676636,mlp,100,6
17,0.7166554927825928,0.4978753626346588,mlp,100,7
18,0.6958962678909302,0.4978753626346588,mlp,100,8
19,0.6929893493652344,0.5035410523414612,mlp,100,9
20,0.7023379802703857,0.4978753626346588,mlp,200,0
21,0.6958348751068115,0.4978753626346588,mlp,200,1
22,0.6933836936950684,0.5014164447784424,mlp,200,2
23,0.6996042728424072,0.4978753626346588,mlp,200,3
24,0.6931030750274658,0.5028328895568848,mlp,200,4
25,0.6936309933662415,0.5042492747306824,mlp,200,5
26,0.6952669620513916,0.4978753626346588,mlp,200,6
27,0.7006711959838867,0.5021246671676636,mlp,200,7
28,0.6936073303222656,0.5014164447784424,mlp,200,8
29,0.693902313709259,0.5021246671676636,mlp,200,9
30,0.6948518753051758,0.5014164447784424,mlp,500,0
31,0.695344090461731,0.4985835552215576,mlp,500,1
32,0.6938856840133667,0.5021246671676636,mlp,500,2
33,0.6938619017601013,0.4978753626346588,mlp,500,3
34,0.6937578916549683,0.4978753626346588,mlp,500,4
35,0.6947792768478394,0.4978753626346588,mlp,500,5
36,0.6938866376876831,0.5021246671676636,mlp,500,6
37,0.6932975053787231,0.5021246671676636,mlp,500,7
38,0.6935099959373474,0.4971671402454376,mlp,500,8
39,0.6934681534767151,0.5021246671676636,mlp,500,9
40,0.6932602524757385,0.4978753626346588,mlp,1000,0
41,0.6931952238082886,0.49575069546699524,mlp,1000,1
42,0.6931565999984741,0.5028328895568848,mlp,1000,2
43,0.6944237947463989,0.5021246671676636,mlp,1000,3
44,0.6932257413864136,0.5021246671676636,mlp,1000,4
45,0.6965011954307556,0.4978753626346588,mlp,1000,5
46,0.6955012679100037,0.5021246671676636,mlp,1000,6
47,0.6997509598731995,0.5014164447784424,mlp,1000,7
48,0.6939977407455444,0.5021246671676636,mlp,1000,8
49,0.6965345740318298,0.4978753626346588,mlp,1000,9
50,0.619417667388916,0.5913597941398621,mlp,1500,0
51,0.6702274680137634,0.5276203751564026,mlp,1500,1
52,0.653174877166748,0.5559490323066711,mlp,1500,2
53,0.6782729029655457,0.5368272066116333,mlp,1500,3
54,0.6351754665374756,0.5835694074630737,mlp,1500,4
55,0.6698719263076782,0.5347025394439697,mlp,1500,5
56,0.6930973529815674,0.5028328895568848,mlp,1500,6
57,0.6596387624740601,0.5389518141746521,mlp,1500,7
58,0.6933758854866028,0.49575069546699524,mlp,1500,8
59,0.6935368776321411,0.49575069546699524,mlp,1500,9
60,0.6693124771118164,0.5460339784622192,mlp,2015,0
61,0.6554318070411682,0.5538243651390076,mlp,2015,1
62,0.6933022141456604,0.5021246671676636,mlp,2015,2
63,0.6931996941566467,0.5021246671676636,mlp,2015,3
64,0.6479017734527588,0.580736517906189,mlp,2015,4
65,0.6833810210227966,0.5106232166290283,mlp,2015,5
66,0.6618782877922058,0.5616147518157959,mlp,2015,6
67,0.655655026435852,0.5545325875282288,mlp,2015,7
68,0.6549950838088989,0.5524079203605652,mlp,2015,8
69,0.6575968265533447,0.548866868019104,mlp,2015,9
0,0.7938698530197144,0.48229461908340454,predinet,5,0
1,0.8729615211486816,0.49504250288009644,predinet,5,1
2,0.7437213063240051,0.5219546556472778,predinet,5,2
3,0.7936817407608032,0.4730878174304962,predinet,5,3
4,0.8104004859924316,0.49291783571243286,predinet,5,4
5,0.7976726293563843,0.5254957675933838,predinet,5,5
6,0.8312467932701111,0.5035410523414612,predinet,5,6
7,0.7759080529212952,0.5162889361381531,predinet,5,7
8,0.835533857345581,0.506373941898346,predinet,5,8
9,0.779011070728302,0.5276203751564026,predinet,5,9
10,0.8043965697288513,0.5354107618331909,predinet,100,0
11,0.8002293109893799,0.4978753626346588,predinet,100,1
12,0.7866762280464172,0.5014164447784424,predinet,100,2
13,0.7551852464675903,0.49645891785621643,predinet,100,3
14,0.764889121055603,0.5092067718505859,predinet,100,4
15,0.7863531112670898,0.5155807137489319,predinet,100,5
16,0.7307294607162476,0.4992917776107788,predinet,100,6
17,0.7477883100509644,0.5070821642875671,predinet,100,7
18,0.7699966430664062,0.5304532647132874,predinet,100,8
19,0.7793864607810974,0.5007082223892212,predinet,100,9
20,0.762143075466156,0.5148725509643555,predinet,200,0
21,0.7315951585769653,0.49433428049087524,predinet,200,1
22,0.7526236176490784,0.5240793228149414,predinet,200,2
23,0.7263646721839905,0.5191218256950378,predinet,200,3
24,0.7377499341964722,0.5169971585273743,predinet,200,4
25,0.7642365097999573,0.5247875452041626,predinet,200,5
26,0.7189350724220276,0.5127478837966919,predinet,200,6
27,0.7457209825515747,0.5354107618331909,predinet,200,7
28,0.7769365310668945,0.5056657195091248,predinet,200,8
29,0.714770495891571,0.5460339784622192,predinet,200,9
30,0.7400854229927063,0.5361189842224121,predinet,500,0
31,0.7166666984558105,0.5665722489356995,predinet,500,1
32,0.7186266183853149,0.5269121527671814,predinet,500,2
33,0.7450027465820312,0.5184136033058167,predinet,500,3
34,0.723365306854248,0.5580736398696899,predinet,500,4
35,0.7162028551101685,0.5389518141746521,predinet,500,5
36,0.7065882682800293,0.5623229742050171,predinet,500,6
37,0.6965795755386353,0.580736517906189,predinet,500,7
38,0.7278056740760803,0.5417847037315369,predinet,500,8
39,0.6955651044845581,0.5616147518157959,predinet,500,9
40,0.6690352559089661,0.6161472797393799,predinet,1000,0
41,0.6688079237937927,0.6062322854995728,predinet,1000,1
42,0.6558406352996826,0.6196883916854858,predinet,1000,2
43,0.680514931678772,0.5644475817680359,predinet,1000,3
44,0.6655481457710266,0.6175637245178223,predinet,1000,4
45,0.6986965537071228,0.5771954655647278,predinet,1000,5
46,0.6414721012115479,0.6416430473327637,predinet,1000,6
47,0.66314697265625,0.6118980050086975,predinet,1000,7
48,0.6470082998275757,0.6444759368896484,predinet,1000,8
49,0.7034680247306824,0.5892351269721985,predinet,1000,9
50,0.5905309319496155,0.6869688630104065,predinet,1500,0
51,0.6079199910163879,0.6834277510643005,predinet,1500,1
52,0.5743803381919861,0.6954674124717712,predinet,1500,2
53,0.639753520488739,0.645892322063446,predinet,1500,3
54,0.6036100387573242,0.6813031435012817,predinet,1500,4
55,0.659797191619873,0.6140226721763611,predinet,1500,5
56,0.6503485441207886,0.6303116083145142,predinet,1500,6
57,0.6248473525047302,0.6501416563987732,predinet,1500,7
58,0.6481789946556091,0.6331444978713989,predinet,1500,8
59,0.6270006895065308,0.6572238206863403,predinet,1500,9
60,0.6307032704353333,0.6409348249435425,predinet,2015,0
61,0.5631210803985596,0.7117563486099243,predinet,2015,1
62,0.5523457527160645,0.7245042324066162,predinet,2015,2
63,0.6066100001335144,0.6855524182319641,predinet,2015,3
64,0.5778381824493408,0.7110481858253479,predinet,2015,4
65,0.6532077193260193,0.6572238206863403,predinet,2015,5
66,0.5895511507987976,0.6855524182319641,predinet,2015,6
67,0.5982447862625122,0.704674243927002,predinet,2015,7
68,0.5937051177024841,0.6657223701477051,predinet,2015,8
69,0.5841073393821716,0.6869688630104065,predinet,2015,9
0,0.7227909564971924,0.4978753626346588,corelnet,5,0
1,0.6938670873641968,0.4985835552215576,corelnet,5,1
2,0.6942309737205505,0.4978753626346588,corelnet,5,2
3,0.7038956880569458,0.4978753626346588,corelnet,5,3
4,0.7230196595191956,0.4978753626346588,corelnet,5,4
5,0.6947506666183472,0.5021246671676636,corelnet,5,5
6,0.7680258750915527,0.4978753626346588,corelnet,5,6
7,0.6971947550773621,0.4978753626346588,corelnet,5,7
8,0.6990704536437988,0.5021246671676636,corelnet,5,8
9,0.6943022012710571,0.5014164447784424,corelnet,5,9
10,0.6983879208564758,0.5021246671676636,corelnet,100,0
11,0.7018431425094604,0.5021246671676636,corelnet,100,1
12,0.6991609930992126,0.5014164447784424,corelnet,100,2
13,0.7067945599555969,0.5021246671676636,corelnet,100,3
14,0.6946033239364624,0.5014164447784424,corelnet,100,4
15,0.7179720401763916,0.5021246671676636,corelnet,100,5
16,0.6981074213981628,0.4978753626346588,corelnet,100,6
17,0.7032647132873535,0.4978753626346588,corelnet,100,7
18,0.6977561712265015,0.4971671402454376,corelnet,100,8
19,0.6987835764884949,0.5014164447784424,corelnet,100,9
20,0.6944795250892639,0.4985835552215576,corelnet,200,0
21,0.7070677280426025,0.5021246671676636,corelnet,200,1
22,0.6947439312934875,0.4978753626346588,corelnet,200,2
23,0.6982741951942444,0.4971671402454376,corelnet,200,3
24,0.699427604675293,0.4978753626346588,corelnet,200,4
25,0.698269248008728,0.4978753626346588,corelnet,200,5
26,0.6980545520782471,0.5014164447784424,corelnet,200,6
27,0.7014661431312561,0.4992917776107788,corelnet,200,7
28,0.693558394908905,0.5014164447784424,corelnet,200,8
29,0.6938104629516602,0.4978753626346588,corelnet,200,9
30,0.6950333714485168,0.5021246671676636,corelnet,500,0
31,0.693896472454071,0.4978753626346588,corelnet,500,1
32,0.6971043348312378,0.5021246671676636,corelnet,500,2
33,0.6948239207267761,0.5014164447784424,corelnet,500,3
34,0.6929693222045898,0.4978753626346588,corelnet,500,4
35,0.6943502426147461,0.49575069546699524,corelnet,500,5
36,0.7003594040870667,0.4978753626346588,corelnet,500,6
37,0.693523108959198,0.4985835552215576,corelnet,500,7
38,0.6932358145713806,0.4978753626346588,corelnet,500,8
39,0.6932454109191895,0.4985835552215576,corelnet,500,9
40,0.693148136138916,0.5021246671676636,corelnet,1000,0
41,0.6953347325325012,0.4978753626346588,corelnet,1000,1
42,0.6942306756973267,0.4985835552215576,corelnet,1000,2
43,0.6874657869338989,0.5127478837966919,corelnet,1000,3
44,0.6793839931488037,0.5325779318809509,corelnet,1000,4
45,0.6932060718536377,0.5007082223892212,corelnet,1000,5
46,0.6979740858078003,0.5021246671676636,corelnet,1000,6
47,0.6932980418205261,0.4978753626346588,corelnet,1000,7
48,0.6927273869514465,0.4985835552215576,corelnet,1000,8
49,0.6976914405822754,0.4978753626346588,corelnet,1000,9
50,0.693400502204895,0.4978753626346588,corelnet,1500,0
51,0.6932403445243835,0.4992917776107788,corelnet,1500,1
52,0.6833057999610901,0.5127478837966919,corelnet,1500,2
53,0.6550425887107849,0.5708215236663818,corelnet,1500,3
54,0.6933151483535767,0.4978753626346588,corelnet,1500,4
55,0.6936108469963074,0.4971671402454376,corelnet,1500,5
56,0.6934354305267334,0.4978753626346588,corelnet,1500,6
57,0.6932622790336609,0.49504250288009644,corelnet,1500,7
58,0.6931120157241821,0.49504250288009644,corelnet,1500,8
59,0.6674696207046509,0.5389518141746521,corelnet,1500,9
60,0.6785143613815308,0.526203989982605,corelnet,2015,0
61,0.6934130191802979,0.4985835552215576,corelnet,2015,1
62,0.6142167448997498,0.5842776298522949,corelnet,2015,2
63,0.693326473236084,0.5007082223892212,corelnet,2015,3
64,0.6643771529197693,0.5467422008514404,corelnet,2015,4
65,0.6450908780097961,0.5637393593788147,corelnet,2015,5
66,0.6497024893760681,0.5531161427497864,corelnet,2015,6
67,0.4836367964744568,0.6961756348609924,corelnet,2015,7
68,0.6568975448608398,0.545325756072998,corelnet,2015,8
69,0.6936147212982178,0.5021246671676636,corelnet,2015,9
0,0.6948146820068359,0.5021246671676636,asymmetric_corelnet,5,0
1,0.7240009903907776,0.5021246671676636,asymmetric_corelnet,5,1
2,0.7055853009223938,0.5021246671676636,asymmetric_corelnet,5,2
3,0.702507734298706,0.5106232166290283,asymmetric_corelnet,5,3
4,0.695125162601471,0.5120396614074707,asymmetric_corelnet,5,4
5,0.6996171474456787,0.49433428049087524,asymmetric_corelnet,5,5
6,0.6998611688613892,0.4978753626346588,asymmetric_corelnet,5,6
7,0.6974344849586487,0.5042492747306824,asymmetric_corelnet,5,7
8,0.677923858165741,0.5771954655647278,asymmetric_corelnet,5,8
9,0.7234150171279907,0.4879603385925293,asymmetric_corelnet,5,9
10,0.6756279468536377,0.5821529626846313,asymmetric_corelnet,100,0
11,0.695493221282959,0.5446175932884216,asymmetric_corelnet,100,1
12,0.6973029375076294,0.5205382704734802,asymmetric_corelnet,100,2
13,0.6962563991546631,0.5014164447784424,asymmetric_corelnet,100,3
14,0.6954552531242371,0.5021246671676636,asymmetric_corelnet,100,4
15,0.6928924322128296,0.5070821642875671,asymmetric_corelnet,100,5
16,0.7017706632614136,0.48300284147262573,asymmetric_corelnet,100,6
17,0.7013822197914124,0.4978753626346588,asymmetric_corelnet,100,7
18,0.680448591709137,0.5672804713249207,asymmetric_corelnet,100,8
19,0.7139168381690979,0.45538243651390076,asymmetric_corelnet,100,9
20,0.665574312210083,0.6019830107688904,asymmetric_corelnet,200,0
21,0.6824281811714172,0.5609065294265747,asymmetric_corelnet,200,1
22,0.6646252870559692,0.6055240631103516,asymmetric_corelnet,200,2
23,0.665339469909668,0.6033994555473328,asymmetric_corelnet,200,3
24,0.6937021613121033,0.5106232166290283,asymmetric_corelnet,200,4
25,0.6995638608932495,0.4858357012271881,asymmetric_corelnet,200,5
26,0.6716806292533875,0.5956090688705444,asymmetric_corelnet,200,6
27,0.6503381133079529,0.6543909311294556,asymmetric_corelnet,200,7
28,0.6986342668533325,0.49433428049087524,asymmetric_corelnet,200,8
29,0.702711820602417,0.49220964312553406,asymmetric_corelnet,200,9
30,0.4859474003314972,0.7429178357124329,asymmetric_corelnet,500,0
31,0.698641836643219,0.5573654174804688,asymmetric_corelnet,500,1
32,0.6592623591423035,0.6104815602302551,asymmetric_corelnet,500,2
33,0.6072915196418762,0.6827195286750793,asymmetric_corelnet,500,3
34,0.6969345808029175,0.5070821642875671,asymmetric_corelnet,500,4
35,0.4864574074745178,0.7266288995742798,asymmetric_corelnet,500,5
36,0.7081643342971802,0.49362605810165405,asymmetric_corelnet,500,6
37,0.6984330415725708,0.49362605810165405,asymmetric_corelnet,500,7
38,0.4850189685821533,0.7535410523414612,asymmetric_corelnet,500,8
39,0.46551111340522766,0.743626058101654,asymmetric_corelnet,500,9
40,0.4186910092830658,0.7832860946655273,asymmetric_corelnet,1000,0
41,0.7080573439598083,0.4978753626346588,asymmetric_corelnet,1000,1
42,0.39560848474502563,0.7960339784622192,asymmetric_corelnet,1000,2
43,0.3971843421459198,0.7932011485099792,asymmetric_corelnet,1000,3
44,0.41638028621673584,0.779036819934845,asymmetric_corelnet,1000,4
45,0.382912278175354,0.7825779318809509,asymmetric_corelnet,1000,5
46,0.40024927258491516,0.798866868019104,asymmetric_corelnet,1000,6
47,0.41907528042793274,0.7847025394439697,asymmetric_corelnet,1000,7
48,0.3914465010166168,0.7889518141746521,asymmetric_corelnet,1000,8
49,0.3913920521736145,0.7903682589530945,asymmetric_corelnet,1000,9
50,0.3386194407939911,0.8165722489356995,asymmetric_corelnet,1500,0
51,0.34461861848831177,0.8080736398696899,asymmetric_corelnet,1500,1
52,0.30824586749076843,0.8172804713249207,asymmetric_corelnet,1500,2
53,0.33747994899749756,0.801699697971344,asymmetric_corelnet,1500,3
54,0.3584158718585968,0.8080736398696899,asymmetric_corelnet,1500,4
55,0.29934531450271606,0.8300283551216125,asymmetric_corelnet,1500,5
56,0.34562253952026367,0.8080736398696899,asymmetric_corelnet,1500,6
57,0.33945468068122864,0.8158640265464783,asymmetric_corelnet,1500,7
58,0.3587953448295593,0.8123229742050171,asymmetric_corelnet,1500,8
59,0.35207870602607727,0.8144475817680359,asymmetric_corelnet,1500,9
60,0.28519365191459656,0.8406515717506409,asymmetric_corelnet,2015,0
61,0.2831229865550995,0.8243626356124878,asymmetric_corelnet,2015,1
62,0.23318307101726532,0.8696883916854858,asymmetric_corelnet,2015,2
63,0.30788975954055786,0.8250707983970642,asymmetric_corelnet,2015,3
64,0.3220098614692688,0.8151558041572571,asymmetric_corelnet,2015,4
65,0.31210386753082275,0.827903687953949,asymmetric_corelnet,2015,5
66,0.2506962716579437,0.8590651750564575,asymmetric_corelnet,2015,6
67,0.25803709030151367,0.8434844017028809,asymmetric_corelnet,2015,7
68,0.2806124985218048,0.854107677936554,asymmetric_corelnet,2015,8
69,0.31054845452308655,0.8286119103431702,asymmetric_corelnet,2015,9
